date,close,high,low,open,volume,sma,std,upper_band,lower_band,signal
2023-08-08,44.63652801513672,45.21417159481673,44.02890029647622,44.825410935135174,353843000,30.415084050496418,9.678853632105938,44.93336449865532,15.896803602337512,hold
2023-08-09,42.52783203125,44.28475035974044,42.10808833020014,44.24677171513359,586449000,30.603254356384276,9.637780849214709,45.05992563020634,16.146583082562213,hold
2023-08-10,42.3619270324707,43.54719833064275,41.80926578761038,42.13406663800541,492705000,30.787427857716878,9.596399513619922,45.18202712814676,16.392828587286996,hold
2023-08-11,40.829872131347656,41.99215885411626,40.61400537621823,41.72532096506458,533085000,30.964611460367838,9.534210334590298,45.26592696225329,16.66329595848239,hold
2023-08-14,43.72608947753906,43.77306145616608,40.28620883934567,40.46110044875355,690286000,31.157146701812746,9.498057982166076,45.40423367506186,16.91005972856363,hold
2023-08-15,43.91297912597656,45.2401654426178,43.683121014623126,44.53260062164396,676512000,31.345805753072103,9.46825834613546,45.54819327227529,17.143418233868914,hold
2023-08-16,43.45925521850586,44.64752313399485,43.37930259032958,44.49261968234225,527451000,31.529568309783937,9.433795628426799,45.68026175242413,17.37887486714374,hold
2023-08-17,43.31734085083008,44.03489771419594,42.97454951240832,43.94295524890926,452395000,31.71177199045817,9.395440973437896,45.80493345061502,17.618610530301325,hold
2023-08-18,43.272369384765625,43.551197119018596,41.634377488176604,42.6087763040824,583768000,31.890278879801432,9.358709314337968,45.928342851308386,17.852214908294478,hold
2023-08-21,46.938114166259766,47.03605346889401,44.19480341942979,44.46663549789338,692573000,32.090639699300134,9.356997730922282,46.12613629568356,18.05514310291671,sell
2023-08-22,45.63991165161133,48.15736337398348,45.305118604753304,48.10539340410523,755293000,32.27699727376302,9.346551337595686,46.29682428015656,18.257170267369492,hold
2023-08-23,47.08702850341797,47.17097648405538,45.18020082751445,45.83779715485904,779046000,32.47516702016195,9.34331097197625,46.490133478126324,18.460200562197574,sell
2023-08-24,47.13399124145508,50.2350834241531,47.12999589751468,50.18511493844055,1156044000,32.67772622426351,9.329454950817958,46.671908650490444,18.683543798036574,sell
2023-08-25,45.98970031738281,47.77560005540554,44.99630833714143,46.98308848527299,925341000,32.86550318400065,9.311907691190823,46.83336472078689,18.897641647214417,hold
2023-08-28,46.80619430541992,46.951105584017796,44.860393165521366,46.453410769401096,685192000,33.04970474243164,9.312574259541705,47.0185661317442,19.080843353119086,hold
2023-08-29,48.75399398803711,49.05081219163771,46.362464335996904,46.63729671198836,701397000,33.24641211191813,9.330692790307214,47.242451297378956,19.25037292645731,sell
2023-08-30,49.233699798583984,49.89629021673515,48.39521512946385,49.01383389104828,735206000,33.44593119303386,9.350553561936426,47.4717615359385,19.420100850129216,sell
2023-08-31,49.32464599609375,49.71340669835094,48.92789079334984,49.34963214592207,528570000,33.64286608378092,9.371946543540044,47.70078589909099,19.58494626847086,sell
2023-09-01,48.47916793823242,49.76937439515169,48.11239304785446,49.73139956293517,463830000,33.83041446685791,9.385563374280308,47.90875952827837,19.75206940543745,sell
2023-09-05,48.51814651489258,48.8209615928062,47.83056986404137,48.193345606004165,382653000,34.026235555013024,9.383530795087017,48.10153174764355,19.9509393623825,sell
2023-09-06,47.03593063354492,48.52313691375408,46.555187876917,48.41519655177033,468670000,34.20967742919922,9.366981265503831,48.26014932745497,20.15920553094347,hold
2023-09-07,46.216373443603516,46.319319226936436,45.12795273707545,45.500755177514414,433330000,34.3782905960083,9.353859310862177,48.409079562301564,20.347501629715033,hold
2023-09-08,45.54772186279297,46.58117143549053,45.246883520548714,45.917527504610845,473069000,34.537343953450524,9.339484467642759,48.54657065491466,20.528117251986387,hold
2023-09-11,45.153934478759766,46.13840655345878,44.28839467998301,46.12341515418564,473966000,34.69782844543457,9.313500367279383,48.66807899635364,20.72757789451549,hold
2023-09-12,44.84609603881836,45.64866967224263,44.5072759274583,44.71416638761609,349256000,34.8563339360555,9.282284681966189,48.77976095900478,20.932906913106216,hold
2023-09-13,45.46076583862305,45.90552843405453,44.479286798971216,44.576235238601505,398355000,35.0117169825236,9.263273108994046,48.90662664601467,21.11680731903253,hold
2023-09-14,45.556724548339844,45.962506541061096,45.10696345869066,45.92552749805252,370097000,35.16752662658691,9.24261512730239,49.0314493175405,21.303603935633326,hold
2023-09-15,43.876617431640625,45.57470992882991,43.78466356990573,45.3168479365123,506831000,35.31125633239746,9.209012900043572,49.12477568246282,21.497736982332107,hold
2023-09-18,43.94258117675781,44.21843514179673,41.97762876035005,42.725231437272484,500271000,35.46256613413493,9.162704945181376,49.206623551907,21.718508716362866,hold
2023-09-19,43.4968147277832,43.94257626263728,42.97908914206893,43.80964769928678,373064000,35.60742057800293,9.11639774323314,49.28201719285264,21.93282396315322,hold
2023-09-20,42.21649932861328,43.8796144440897,42.20050901024611,43.57677443743624,367108000,35.735859909057616,9.072492450832593,49.34459858530651,22.127121232808726,hold
2023-09-21,40.99515151977539,42.077574867465316,40.95817247753812,41.560851943830684,450736000,35.857535705566406,9.019313015087198,49.3865052281972,22.32856618293561,hold
2023-09-22,41.58782958984375,42.0925615786782,41.209029915514954,41.549847824263814,479236000,35.988238169352215,8.95874555090114,49.42635649570393,22.550119843000505,hold
2023-09-25,42.19950866699219,42.51334057717651,41.15506335084768,41.5688442791152,419091000,36.12710819244385,8.891808435655756,49.464820845927484,22.789395538960214,hold
2023-09-26,41.888675689697266,42.797191913553974,41.632811527831635,41.9786279043167,402282000,36.26878831227621,8.812287389705835,49.48721939683496,23.050357227717456,hold
2023-09-27,42.445377349853516,42.8491652954161,41.60682736570568,42.307454182067374,444935000,36.413520380655925,8.733385811338184,49.5135990976632,23.313441663648646,hold
2023-09-28,43.066043853759766,43.42285209664096,42.09256375504342,42.43737735420923,424663000,36.54300745646159,8.686635004173885,49.572959962722415,23.51305495020076,hold
2023-09-29,43.475830078125,44.120486965591965,43.283931008082554,43.8036544788931,397830000,36.677744204203286,8.635897616197726,49.63159062849988,23.723897779906697,hold
2023-10-02,44.75814437866211,45.150932755154926,43.83763359767802,44.0065422837391,433298000,36.81959766387939,8.592304885270158,49.70805499178463,23.931140335974156,hold
2023-10-03,43.49381637573242,45.10595989104471,43.22296083149147,44.784129013876274,470850000,36.95492059071859,8.535951115326558,49.758847263708425,24.150993917728748,hold
2023-10-04,44.01754379272461,44.11949065629647,43.26894216682684,43.71870325591972,361821000,37.09718527475993,8.474009422885812,49.808199409088644,24.386171140431212,hold
2023-10-05,44.6641960144043,44.87608488910876,43.86462290853571,44.026535366332816,393483000,37.239657948811846,8.419848717728183,49.86943102540412,24.609884872219574,hold
2023-10-06,45.73762130737305,45.764607350127264,44.00254610128737,44.169456948941246,434436000,37.38545021057129,8.375992684117312,49.94943923674726,24.821461184395325,hold
2023-10-09,45.248878479003906,45.58070232967052,44.34436186060897,44.8181083491239,409675000,37.530222180684405,8.322457832004536,50.01390892869121,25.0465354326776,hold
2023-10-10,45.77360534667969,46.23435832407975,45.06398445382541,45.28586632421444,368582000,37.68023775736491,8.26632704736773,50.0797283284165,25.280747186313313,hold
2023-10-11,46.781070709228516,46.834043884295625,46.02547283907055,46.171394987432684,378137000,37.831020723978675,8.224292180706842,50.16745899503894,25.49458245291841,hold
2023-10-12,46.91999053955078,47.58363826883496,46.30532030550045,46.752080770743476,481325000,37.98769290924072,8.171580353334678,50.24506343924274,25.730322379238704,hold
2023-10-13,45.43678283691406,47.09090386110777,45.25587949414747,46.93498491399852,474115000,38.13761479695638,8.099786316291722,50.28729427139396,25.987935322518794,hold
2023-10-16,46.0704460144043,46.20037401715969,44.88807373814119,45.03899427517592,375099000,38.291754442850745,8.028498449680654,50.33450211737173,26.249006768329764,hold
2023-10-17,43.91459655761719,44.730163813873276,42.457372964776205,43.97656380840458,812333000,38.4242136891683,7.9554531795034675,50.3573934584235,26.491033919913097,hold
2023-10-18,42.17352294921875,43.195980659324874,41.802722183311644,42.56831300533291,627294000,38.54396654764811,7.874849646644032,50.35624101761416,26.731692077682062,hold
2023-10-19,42.078575134277344,43.27393718803966,41.85969002338792,42.788196012329266,501233000,38.65433937072754,7.806848988990491,50.36461285421328,26.944065887241806,hold
2023-10-20,41.364952087402344,42.447375301495796,41.05611478575877,41.86768246677246,477266000,38.75872890472412,7.736930373692864,50.364124465263416,27.153333344184826,hold
2023-10-23,42.952110290527344,43.2249675157508,40.92319267438126,41.20704181448495,478530000,38.87253368377686,7.671515167111322,50.37980643444384,27.365260933109873,hold
2023-10-24,43.63973617553711,43.67371845811692,42.66825771169956,43.054049838638136,401463000,38.988930740356444,7.60985217849168,50.40370900809397,27.574152472618923,hold
2023-10-25,41.75674057006836,43.62674594627998,41.53286088745417,43.37487749067412,398379000,39.09098244984945,7.542904574931217,50.40533931224628,27.77662558745262,hold
